text,labels
zarduxšt pad menišn dušxwār šāyēd sahist,"B-N,B-PRE,B-N,B-ADV,B-V,B-V"
ohrmazd pad xrad ī harwisp-āgāhīh dānist kū-š čē menēd spitāmān zarduxšt ī ahlaw-frawahr,"B-N,B-PRE,B-N,B-JUNK,B-N,I-N,I-N,B-V,B-CONJ,I-CONJ,I-CONJ,B-PRONOUN,B-V,B-N,B-N,B-JUNK,B-ADJ,I-ADJ,I-ADJ"
u-š ān ī zarduxšt dast frāz grift u-š ohrmazd mēnōg abzōnīg dādār ī gēhān astōmandān ahlaw u-š xrad ī harwisp-āgāh pad āb-kirb abar dast ī zarduxšt kard u-š guft kū frāz xwar,"B-CONJ,I-CONJ,I-CONJ,B-JUNK,I-JUNK,B-N,B-N,B-ADV,B-V,B-CONJ,I-CONJ,I-CONJ,B-N,B-N,B-ADJ,B-N,B-JUNK,B-N,B-ADJ,B-ADJ,B-CONJ,I-CONJ,I-CONJ,B-N,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-PRE,B-N,I-N,I-N,B-PRE,B-N,B-JUNK,B-N,B-V,B-CONJ,I-CONJ,I-CONJ,B-V,B-CONJ,B-ADV,B-V"
ud zarduxšt az-iš frāz xward az-iš xrad ī harwisp-āgāhīh pad zarduxšt andar gumēxt,"B-CONJ,B-N,B-PRE,I-PRE,I-PRE,B-ADV,B-V,B-PRE,I-PRE,I-PRE,B-N,B-JUNK,B-N,I-N,I-N,B-PRE,B-N,B-POST,B-V"
u-š be dīd dār ud draxt kē čē ud čand rēšag ī urwarān pad spandarmad zamīg kū čiyōn rust ēstēd kū gumēxt ēstēd,"B-CONJ,I-CONJ,I-CONJ,B-PRE,B-V,B-N,B-CONJ,B-N,B-CONJ,B-ADV,B-CONJ,B-ADV,B-N,B-JUNK,B-N,B-PRE,B-N,B-N,B-CONJ,B-ADV,B-V,I-V,B-CONJ,B-V,I-V"
u-š haftom rōz-šabān xrad ī harwisp-āgāh az zarduxšt abāz stad,"B-CONJ,I-CONJ,I-CONJ,B-NUM,B-N,I-N,I-N,B-N,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-PRE,B-N,B-ADV,B-V"
ud zarduxšt pad ēd dāšt kū pad xwamn ī xwaš ī ohrmazd-dād dīd az xwamn nē winārd hēm,"B-CONJ,B-N,B-PRE,B-PRONOUN,B-V,B-CONJ,B-PRE,B-N,B-JUNK,B-ADJ,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-V,B-PRE,B-N,B-ADV,B-V,I-V"
u-š har dō dast burd ān ī xwēš kirb abāz mālīd kū dagr zamān xuft ēstēm ud nē winārd hēm az ēn xwamn ī xwaš ī ohrmazd-dād,"B-CONJ,I-CONJ,I-CONJ,B-DET,B-NUM,B-N,B-V,B-JUNK,I-JUNK,B-PRONOUN,B-N,B-ADV,B-V,B-CONJ,B-ADJ,B-N,B-V,I-V,B-CONJ,B-ADV,B-V,I-V,B-PRE,B-DET,B-N,B-JUNK,B-ADJ,B-JUNK,B-ADJ,I-ADJ,I-ADJ"
guft-iš ohrmazd ō spitāmān zarduxšt kū-t čē dīd pad xwamn ī xwaš ī ohrmazd-dād,"B-V,I-V,I-V,B-N,B-PRE,B-N,B-N,B-CONJ,I-CONJ,I-CONJ,B-ADV,B-V,B-PRE,B-N,B-JUNK,B-ADJ,B-JUNK,B-ADJ,I-ADJ,I-ADJ"
u-m dīd driyōš ī nēst-xīr ī ačārag u-š ruwān frabih pad wahišt u-m burzišnīg sahist,"B-CONJ,I-CONJ,I-CONJ,B-V,B-N,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-JUNK,B-ADJ,B-CONJ,I-CONJ,I-CONJ,B-N,B-ADJ,B-PRE,B-N,B-CONJ,I-CONJ,I-CONJ,B-ADJ,B-V"
u-m dīd tuwānīg nēst-frazand u-m nē burzišnīg sahist,"B-CONJ,I-CONJ,I-CONJ,B-V,B-N,B-ADJ,I-ADJ,I-ADJ,B-CONJ,I-CONJ,I-CONJ,B-ADV,B-ADJ,B-V"
u-m dīd škōh ī was-frazand u-m burzišnīg sahist,"B-CONJ,I-CONJ,I-CONJ,B-V,B-N,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-CONJ,I-CONJ,I-CONJ,B-ADJ,B-V"
guft-iš ohrmazd kū spitāmān zardušt ēn ān ī ō pēš gōwēm,"B-V,I-V,I-V,B-N,B-CONJ,B-N,B-N,B-PRONOUN,B-PRONOUN,B-CONJ,B-PRE,B-ADV,B-V"
draxt-ē bun ī tō dīd ān gētīg ast ī man ohrmazd dād,"B-N,I-N,I-N,B-N,B-CONJ,B-PRONOUN,B-V,B-DET,B-N,B-V,B-CONJ,B-PRONOUN,B-N,B-V"
ud ān haft azg ī tō dīd ān haft āwām ast ī rasēd,"B-CONJ,B-DET,B-NUM,B-N,B-CONJ,B-PRONOUN,B-V,B-DET,B-NUM,B-N,B-V,B-CONJ,B-V"
ud ān ī zarrēn xwadāyīh ī wištāsp šāh ka man ud tō dēn ham pursēm wištāsp šāh dēn be padīrēd ud dēwān kālbod be škenēd ud dēwān az āškārīh ō nihān-rawišnīh ēstēnd ud ahreman ud dēwān wišūdagān abāz ō tārtom dušox dwārēnd ud pahrēz ī āb ud ātaxš ud urwar ud spandarmad zamīg paydāg bawēd,"B-CONJ,B-DET,B-CONJ,B-ADJ,B-N,B-JUNK,B-N,B-N,B-CONJ,B-PRONOUN,B-CONJ,B-PRONOUN,B-N,B-DET,B-V,B-N,B-N,B-N,B-PRE,B-V,B-CONJ,B-N,B-N,B-PRE,B-V,B-CONJ,B-N,B-PRE,B-N,B-PRE,B-N,I-N,I-N,B-V,B-CONJ,B-N,B-CONJ,B-N,B-N,B-ADV,B-PRE,B-ADJ,B-N,B-V,B-CONJ,B-N,B-JUNK,B-N,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-N,B-ADJ,B-V"
ān ī rōyēn xwadāyīh ī ardaxšīr ī gēhān ārāstār ud wirāstār ud ān ī šāpuhr šāh ka gēhān ī man ohrmazd dād ārāyēd bōxtagīh pad sāmān ī gēhān rawāg kunēd ud wehīh paydāg be bawēd ud ādurbād ī pērōz-baxt ī dēn rāst-wirāstār pad rōy ī passāxtag ēn dēn abāg ǰud-ristagān pahikārēd abāz ō rāstīh āwarēd,"B-DET,B-CONJ,B-ADJ,B-N,B-JUNK,B-N,B-JUNK,B-N,B-ADJ,B-CONJ,B-ADJ,B-CONJ,B-JUNK,I-JUNK,B-N,B-N,B-CONJ,B-N,B-CONJ,B-PRONOUN,B-N,B-V,B-V,B-N,B-PRE,B-N,B-JUNK,B-N,B-ADJ,B-V,B-CONJ,B-N,B-ADJ,B-PRE,B-V,B-CONJ,B-N,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-JUNK,B-N,B-N,I-N,I-N,B-PRE,B-N,B-CONJ,B-N,B-DET,B-N,B-PRE,B-N,I-N,I-N,B-V,B-ADV,B-PRE,B-N,B-V"
ān ī brinǰēn xwadāyīh ī walaxš ī aškānān šāh kē ǰud-ristagīh būd az gēhān be burd ud ān druwand ag ī gar ī kalsyāgīh az ǰud dēn be abesīhēd az gēhān wany ud apaydāg šawēd,"B-DET,B-CONJ,B-ADJ,B-N,B-JUNK,B-N,B-JUNK,B-ADJ,B-N,B-CONJ,B-N,I-N,I-N,B-V,B-PRE,B-N,B-PRE,B-V,B-CONJ,B-DET,B-N,B-ADJ,B-JUNK,B-ADJ,B-JUNK,B-ADJ,B-PRE,B-ADJ,B-N,B-PRE,B-V,B-PRE,B-N,B-ADJ,B-CONJ,B-ADJ,B-V"
ud ān ī arzīzēn xwadāyīh ī wahrām gōr šāh ka mēnōg ī rāmišn wēnāb paydāg kunēd ud ahreman abāg ǰādūgān abāz ō tār ud tom ī dušox dwārēnd,"B-CONJ,B-DET,B-CONJ,B-ADJ,B-N,B-JUNK,B-N,B-N,B-N,B-CONJ,B-N,B-JUNK,B-N,B-ADJ,B-ADJ,B-V,B-CONJ,B-N,B-PRE,B-N,B-ADV,B-PRE,B-N,B-CONJ,B-N,B-JUNK,B-N,B-V"
ān ī pōlāwadēn xwadāyīh ī husraw ī kawādān šāh ka gizistag mazdak ī bāmdādān ī dēn petyārag abāg ǰud-ristagān ēstēd az ēn dēn abāz dārēd,"B-DET,B-CONJ,B-ADJ,B-N,B-JUNK,B-N,B-JUNK,B-ADJ,B-N,B-CONJ,B-ADJ,B-N,I-N,B-JUNK,B-ADJ,I-ADJ,B-JUNK,B-N,B-N,B-PRE,B-N,I-N,I-N,B-V,B-PRE,B-DET,B-N,B-ADV,B-V"
ud ān ī āhen abar-gumēxt-ēstād dušpādixšāyīh ī dēwān ī wizārdag-wars spitāmān zarduxšt hazārag sar ī tō ka sadōzim ī dahom ī tō sar bawēd spitāmān zarduxšt,"B-CONJ,B-DET,B-CONJ,B-N,B-ADJ,I-ADJ,I-ADJ,I-ADJ,I-ADJ,B-N,B-JUNK,B-N,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-N,B-N,B-N,B-N,B-JUNK,B-PRONOUN,B-CONJ,B-N,B-JUNK,B-NUM,B-JUNK,B-PRONOUN,B-N,B-V,B-N,B-N"
guft-iš zarduxšt kū dādār ī gēhān ī astōmandān mēnōg ī abzōnīg daxšag ī sadōzim ī dahom čē bawēd,"B-V,I-V,I-V,B-N,B-CONJ,B-ADJ,B-JUNK,B-N,B-JUNK,B-N,B-N,B-JUNK,B-ADJ,B-N,B-JUNK,B-N,B-JUNK,B-NUM,B-ADV,B-V"
guft-iš ohrmazd kū spitāmān zarduxšt rōšn kunēm daxšag ī hazārag sar ī tō bawēd,"B-V,I-V,I-V,B-N,B-CONJ,B-N,B-N,B-ADJ,B-V,B-N,B-JUNK,B-N,B-N,B-JUNK,B-PRONOUN,B-V"
ān ī nidom āwām rasēd ēw-sad ēwēnag ēw-hazār ēwēnag ud bēwar ēwēnag dēwān ī wizārdag-wars ī xēšm-tōhmag,"B-JUNK,I-JUNK,B-ADJ,B-N,B-V,B-NUM,I-NUM,I-NUM,B-N,B-NUM,I-NUM,I-NUM,B-N,B-CONJ,B-NUM,B-N,B-N,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-JUNK,B-ADJ,I-ADJ,I-ADJ"
az kustag ī xwarāsān ān ī nidom tōhmag ō ērān-šahr dwārēnd ul-grift-drafš hēnd syā zēn barēnd ud wars wizārd ō pušt dārēnd ud xwurdag nidom bandag kirrōg-kardār zōšn pēš-kār wēš hēnd,"B-PRE,B-N,B-JUNK,B-N,B-JUNK,I-JUNK,B-ADJ,B-N,B-PRE,B-N,I-N,I-N,B-V,B-ADJ,I-ADJ,I-ADJ,I-ADJ,I-ADJ,B-V,B-ADJ,B-N,B-V,B-CONJ,B-N,B-ADJ,B-PRE,B-N,B-V,B-CONJ,B-ADJ,B-ADJ,B-N,B-N,I-N,I-N,B-ADJ,B-N,I-N,I-N,B-ADV,B-V"
pad ǰādūgīh andar dwārēnd ō ēn ērān dehān ī man ohrmazd dād,"B-PRE,B-N,B-PRE,B-V,B-PRE,B-DET,B-N,B-N,B-CONJ,B-PRONOUN,B-N,B-V"
čiyōn was tis sōzēnd ud wināhēnd ud mān az mānīgān ud deh az dahigānān ud ābādīh ud wuzurgīh ud dahigānīh ud dēn rāstīh ud paymān ud zēnhār ud rāmišn ud harwisp dahišn ī man ohrmazd dād ēn dēn abēzag ī māzdēsnān ud ātaxš ī wahrām pad dād-gāh nišāst ēstēd ō nēstīh rasēd ud zangān ud āwāragān be ō paydāgīh rasēnd,"B-CONJ,B-ADJ,B-N,B-V,B-CONJ,B-V,B-CONJ,B-N,B-PRE,B-N,B-CONJ,B-N,B-PRE,B-N,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-N,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-DET,B-N,B-CONJ,B-PRONOUN,B-N,B-V,B-DET,B-N,B-ADJ,B-JUNK,B-N,B-CONJ,B-N,B-JUNK,B-N,B-PRE,B-N,I-N,I-N,B-V,I-V,B-PRE,B-N,B-V,B-CONJ,B-N,B-CONJ,B-N,B-PRE,I-PRE,B-N,B-V"
ud ān ī wuzurg rōstāg šahr-ē ud ān ī wuzurg šahr deh-ē ud ān ī wuzurg deh dūdag-ē ud ān ī wuzurg dūdag ast-ē be bawēd,"B-CONJ,B-JUNK,I-JUNK,B-ADJ,B-N,B-N,I-N,I-N,B-CONJ,B-JUNK,I-JUNK,B-ADJ,B-N,B-N,I-N,I-N,B-CONJ,B-JUNK,I-JUNK,B-ADJ,B-N,B-N,I-N,I-N,B-CONJ,B-JUNK,I-JUNK,B-ADJ,B-N,B-N,I-N,I-N,B-PRE,B-V"
spitāmān zarduxšt pad anāgīh-kāmagīh ud sāstārīh ud dušpādixšāyīh be kanēnd ēn ērān dehān ī man ohrmazd dād,"B-N,B-N,B-PRE,B-N,I-N,I-N,B-CONJ,B-N,B-CONJ,B-N,B-PRE,B-V,B-DET,B-N,B-N,B-CONJ,B-PRONOUN,B-N,B-V"
u-šān pašt ud paymān rāstīh ud ēwēn nēst ud zēnhār nē dārēnd ud pad pašt ī kunēnd abar nē ēstēnd,"B-CONJ,I-CONJ,I-CONJ,B-N,B-CONJ,B-N,B-N,B-CONJ,B-N,B-V,B-CONJ,B-N,B-ADV,B-V,B-CONJ,B-PRE,B-N,B-CONJ,B-V,B-PRE,B-ADV,B-V"
pad frēftārīh ud āz ud dušpādixšāyīh be kanēnd ēn ērān dehān ī man ohrmazd dād,"B-PRE,B-N,B-CONJ,B-N,B-CONJ,B-N,B-PRE,B-V,B-DET,B-N,B-N,B-CONJ,B-PRONOUN,B-N,B-V"
andar ān āwām spitāmān zarduxšt hamāg mardōm frēftār be bawēnd kū ēk ō did rāy wad xwāhēnd ud mihr wuzurg ǰud-gōnag be bawēd,"B-PRE,B-DET,B-N,B-N,B-N,B-DET,B-N,B-ADJ,B-PRE,B-V,B-CONJ,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-POST,B-N,B-V,B-CONJ,B-N,B-ADJ,B-ADJ,I-ADJ,I-ADJ,B-PRE,B-V"
ud āzarm ud dōšāram ud ruwān-dōstīh az gēhān bē šawēd,"B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,I-N,I-N,B-PRE,B-N,B-ADV,B-V"
ka sadōzim ī dahom ī tō sar bawēd spitāmān zarduxšt xwaršēd rāsttar ud nihangtar ud sāl ud māh ud rōz kamtar,"B-CONJ,B-N,B-JUNK,B-NUM,B-JUNK,B-PRONOUN,B-N,B-V,B-N,B-N,B-N,B-ADJ,B-CONJ,B-ADJ,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-ADJ"
ud urwar ud dār ud draxt be kāhēd ka ēw-sad be stānēd nawad be kāhēd dah be abzāyēd ud ān ī be abzāyēd xwarum ud čāšnīg nē bawēd,"B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-PRE,B-V,B-CONJ,B-NUM,I-NUM,I-NUM,B-PRE,B-V,B-NUM,B-PRE,B-V,B-NUM,B-PRE,B-V,B-CONJ,B-PRONOUN,B-CONJ,B-PRE,B-V,B-N,B-CONJ,B-N,B-ADV,B-V"
andar ān ī wattom āwām murw-ē āzarm wēš dārēd kū ōy ēr ī dēn-burdār mardōm,"B-PRE,B-JUNK,I-JUNK,B-ADJ,B-N,B-N,I-N,I-N,B-N,B-ADV,B-V,B-PRE,B-PRONOUN,B-ADJ,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-N"
ud hamāg gēhān nasā-nigānīh ud nasā-wistarišn be bawēd,"B-CONJ,B-DET,B-N,B-N,I-N,I-N,B-CONJ,B-N,I-N,I-N,B-PRE,B-V"
ud nasā nigānīdan ud nasā šustan ud nasā sōxtan ō āb ud ātaxš burdan ud nasā xwardan pad-dād kunēnd ud nē pahrēzēnd,"B-CONJ,B-N,B-N,B-CONJ,B-N,B-N,B-CONJ,B-N,B-N,B-PRE,B-N,B-CONJ,B-N,B-N,B-CONJ,B-N,B-N,B-ADJ,I-ADJ,I-ADJ,B-V,B-CONJ,B-ADV,B-V"
pad kār ud kirbag ī wuzurg hangārēnd ud druwandīh rāh ī dušox wirāyēnd ud abārōnīh penīh ud wiyābānīgīh ī xēšm ud āz rāy ō dušox dwārēnd,"B-PRE,B-N,B-CONJ,B-N,B-JUNK,B-ADJ,B-V,I-V,B-CONJ,B-N,B-N,B-JUNK,B-N,B-V,B-CONJ,B-N,B-N,B-CONJ,B-N,I-N,B-JUNK,B-N,B-CONJ,B-N,B-POST,B-PRE,B-N,B-V"
andar ān ī škeft āwām spitāmān zarduxšt pādixšāyīh ī xēšm ī xrūdrafš ud dēw ī wizārd-wars ī xēšm-tōhmag ān ī nidom bandag pad ērān dehān xwadāyīh frāz rawēnd,"B-PRE,B-JUNK,I-JUNK,B-ADJ,B-N,B-N,B-N,B-N,B-JUNK,B-N,B-JUNK,B-ADJ,B-CONJ,B-N,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-JUNK,I-JUNK,B-ADJ,B-N,B-PRE,B-N,B-N,B-N,B-ADV,B-V"
ud dēnīgān kē ēbyānghan pad kust dārēnd ēg-išān pādyābīh dāšt nē tuwān,"B-CONJ,B-N,B-CONJ,B-N,B-PRE,B-N,B-V,B-ADV,I-ADV,I-ADV,B-N,B-V,B-ADV,B-V"
čē pad ān ī nidom āwām nasā ud hixr ōwōn was bawēd kū mard gām ō gām be nihēd pad nasā rawēd,"B-CONJ,B-PRE,B-JUNK,I-JUNK,B-ADJ,B-N,B-N,B-CONJ,B-N,B-ADV,B-ADJ,B-V,B-CONJ,B-N,B-N,B-PRE,B-N,B-PRE,B-V,B-PRE,B-N,B-V"
ayāb ka pad baršnūm šōyēd pāy az maγ bē nihēd pad nasā rawēd,"B-CONJ,B-CONJ,B-PRE,B-N,B-V,B-N,B-PRE,B-N,B-ADV,B-V,B-PRE,B-N,B-V"
ayāb ka pad nasā-kadag ī ōyšān barsom bē pad frāz wistarēd drōn frāz yazēd pādixšā bawēd,"B-CONJ,B-CONJ,B-PRE,B-N,I-N,I-N,B-CONJ,B-PRONOUN,B-N,B-POST,I-POST,B-ADV,B-V,B-N,B-ADV,B-V,B-ADJ,B-V"
ayāb pad ān ī nidom āwām yazišn pad dō mard pādixšāy bawēd kardan tā ēn dēn pad nēstīh ud nizārīh nē rasēd pad ēw-sad pad ēw-hazār pad bēwar ēk-ē bawēd kē pad ēn dēn wurrōyēd ān-iz ī wurrōyēd kār az-iš nē kunēd ātaxš ī wahrām be ō nēstīh ud nizārīh rasēd az ēw-hazār abāz ō ēk pahrēzēnd ān-iz ēsm ud bōy dādīhā pad-iš nē dahēnd,"B-CONJ,B-PRE,B-JUNK,I-JUNK,B-ADJ,B-N,B-N,B-PRE,B-NUM,B-N,B-ADJ,B-V,B-V,B-CONJ,B-DET,B-N,B-PRE,B-N,B-CONJ,B-N,I-N,B-ADV,B-V,B-PRE,B-NUM,I-NUM,I-NUM,B-PRE,B-NUM,I-NUM,I-NUM,B-PRE,B-NUM,B-NUM,I-NUM,I-NUM,B-V,B-CONJ,B-PRE,B-DET,B-N,B-V,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-CONJ,B-V,B-N,B-PRE,I-PRE,I-PRE,B-ADV,B-V,B-N,B-JUNK,B-N,B-PRE,I-PRE,B-N,B-CONJ,B-N,I-N,B-V,B-PRE,B-NUM,I-NUM,I-NUM,B-ADV,B-PRE,B-NUM,B-V,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-N,B-CONJ,B-N,B-ADV,B-PRE,I-PRE,I-PRE,B-ADV,B-V"
ayāb ka mard-ē yašt kard ēstēd ud nērangestān nē dānēd pad weh-menišnīgīh be abrōzēd pādixšā bawēd,"B-CONJ,B-CONJ,B-N,I-N,I-N,B-N,B-V,I-V,B-CONJ,B-N,I-N,B-ADV,B-V,B-PRE,B-N,I-N,I-N,I-N,B-PRE,B-V,B-ADJ,B-V"
xwāstag ud āzarmīg hamāg be ō ǰud-kēšān ǰud-ristagān rasēd,"B-N,B-CONJ,B-N,B-PRONOUN,B-PRE,I-PRE,B-N,I-N,I-N,B-N,I-N,I-N,B-V"
ud kirbakkar ī nēk az dūdag ī āzād-mardān mowmardān be ō wišād-dwārišnīh ēstēnd,"B-CONJ,B-N,B-JUNK,B-ADJ,B-PRE,B-N,B-JUNK,B-N,I-N,I-N,B-N,B-PRE,I-PRE,B-N,I-N,I-N,B-V"
ud xwurdagān duxt ī āzādagān wuzurgān mowmardān pad zanīh gīrēnd,"B-CONJ,B-N,B-N,B-JUNK,B-N,B-N,B-N,B-PRE,B-N,B-V"
āzādagān ud wuzurgān ud mowmardān be ō škōhīh bandagīh rasēnd ud zōš ud xwurdag be ō wuzurgīh ud pādixšāyīh rasēnd ud āwāragān ud xwurdagān be ō pēš-gāhīh ud rāyēnīdārīh rasēnd,"B-N,B-CONJ,B-N,B-CONJ,B-N,B-PRE,I-PRE,B-N,B-N,B-V,B-CONJ,B-N,B-CONJ,B-N,B-PRE,I-PRE,B-N,B-CONJ,B-N,B-V,B-CONJ,B-N,B-CONJ,B-N,B-PRE,I-PRE,B-N,I-N,I-N,B-CONJ,B-N,B-V"
ud gōwišn ī dēn-burdārān ud muhr ud wizurd ud dādwar ī rāst gōwišn ī rāstān ān-iz ahlawān hangēzēnišn be bawēd ud gōwišn ī xwurdagān ud spazgān ud abārōnān ud afsōsgarān ud ān ī drō dādestānān rāst ud wābar dārēnd,"B-CONJ,B-N,B-JUNK,B-N,I-N,I-N,B-CONJ,B-N,I-N,B-CONJ,B-N,B-CONJ,B-N,B-JUNK,B-ADJ,B-N,B-JUNK,B-N,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-N,B-N,I-N,I-N,B-PRE,B-V,B-CONJ,B-N,B-JUNK,B-N,B-CONJ,B-N,B-CONJ,B-N,I-N,B-CONJ,B-N,I-N,B-CONJ,B-JUNK,I-JUNK,B-N,B-N,I-N,B-ADJ,B-CONJ,B-N,B-V"
ud sōgand pad-drō pad-iš xwarēnd ud zūr-gugāhīh pad-iš dahēnd ud zūr ud ānāst abar man ohrmazd gōwēnd,"B-CONJ,B-N,B-ADJ,I-ADJ,I-ADJ,B-PRE,I-PRE,I-PRE,B-V,B-CONJ,B-N,I-N,I-N,B-PRE,I-PRE,I-PRE,B-V,B-CONJ,B-N,B-CONJ,B-N,B-PRE,B-PRONOUN,B-N,B-V"
ud az wināh ī mardōmān kunēnd az panǰ wināh se wināh hērbedān ud hāwištān kunēnd ud wehān dušmen bawēnd kū ēk ō did rāy wad āhōg pad-iš gōwēnd ud yazišn padīrēnd nē kunēnd bīm az dušox nē dārēnd,"B-CONJ,B-PRE,B-N,B-CONJ,B-N,B-V,B-PRE,B-NUM,B-N,B-NUM,B-N,B-N,B-CONJ,B-N,B-V,B-CONJ,B-N,B-N,B-V,B-CONJ,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-POST,B-N,B-N,B-POST,I-POST,I-POST,B-V,B-CONJ,B-N,B-V,B-ADV,B-V,B-N,B-PRE,B-N,B-ADV,B-V"
ud andar ān dahom sadōzim ī hazārag ī tō sar bawēd spitāmān zarduxšt hamāg mardōm āz-parist ānāstag-dēn be bawēnd,"B-CONJ,B-PRE,B-DET,B-NUM,B-N,B-CONJ,B-N,B-JUNK,B-PRONOUN,B-N,B-V,B-N,B-N,B-DET,B-N,B-ADJ,I-ADJ,I-ADJ,B-ADJ,I-ADJ,I-ADJ,B-PRE,B-V"
ud abr-ē ī kāmgār ud wād ī ardā pad hangām ud zamān ī xwēš wārān kardan nē šāyēd,"B-CONJ,B-N,I-N,I-N,B-JUNK,B-ADJ,B-CONJ,B-N,B-JUNK,B-ADJ,B-PRE,B-N,B-CONJ,B-N,B-JUNK,B-PRONOUN,B-N,B-V,B-ADV,B-V"
hamāg asmān abr nizm šabēnēd,"B-DET,B-N,B-N,B-N,B-V"
ān ī garm wād ud ān ī sard wād rasēd bar ud tōhm ī ǰōrdāyān be barēd,"B-JUNK,I-JUNK,B-ADJ,B-N,B-CONJ,B-JUNK,I-JUNK,B-ADJ,B-N,B-V,B-N,B-CONJ,B-N,B-JUNK,B-N,B-PRE,B-V"
wārān-iz pad hangām ī xwēš nē wārēd xrafstar wēš wārēd kū āb,"B-N,I-N,I-N,B-PRE,B-N,B-JUNK,B-PRONOUN,B-ADV,B-V,B-N,B-ADV,B-V,B-PRE,B-N"
ud āb ī rōdān ud xānīgān be kāhēd ud abzāyišn be nē bawēd,"B-CONJ,B-N,B-JUNK,B-N,B-CONJ,B-N,B-PRE,B-V,B-CONJ,B-N,B-PRE,B-ADV,B-V"
ud gāw warzāg nērōg kam ud asp ī arwand hunar kam pad tāg kam barēd,"B-CONJ,B-N,B-N,B-N,B-ADJ,B-CONJ,B-N,B-JUNK,B-ADJ,B-N,B-ADJ,B-PRE,B-N,B-ADV,B-V"
ud mardōm pad ān škeft āwām spitāmān zarduxšt kē kustīg pad mayān dārēnd anāgīh-xwāstārīh dušpādixšāyīh ud was ān ī drō dādestān ī-š abar mad ēstēd ī-šān zīndagīh andar nē abāyēd margīh pad āyaft xwāhēnd,"B-CONJ,B-N,B-PRE,B-DET,B-ADJ,B-N,B-N,B-N,B-CONJ,B-N,B-PRE,B-N,B-V,B-N,I-N,I-N,B-N,B-CONJ,B-ADJ,B-JUNK,I-JUNK,B-N,B-N,B-CONJ,I-CONJ,I-CONJ,B-POST,B-V,I-V,B-CONJ,I-CONJ,I-CONJ,B-N,B-PRE,B-ADV,B-V,B-N,B-PRE,B-N,B-V"
ud ǰuwānān ud aburnāyān pīm-menišn be bawēnd u-šān wiyufsišnīg wāzīg ud rāmišn az dil abar nē āyēd,"B-CONJ,B-N,B-CONJ,B-N,B-N,I-N,I-N,B-PRE,B-V,B-CONJ,I-CONJ,I-CONJ,B-N,B-N,B-CONJ,B-N,B-PRE,B-N,B-PRE,B-ADV,B-V"
ud ǰašn ud nihādag ī pēšēnīgān ud usōfrīt ī yazadān ud yašt ud yazišn ud gāhānbār ud frawardīgān gyāg-gyāg kunēnd ud ān-iz kunēnd pad-iš abēgumānīhā nē wurrōyēnd,"B-CONJ,B-N,B-CONJ,B-N,B-JUNK,B-N,B-CONJ,B-N,B-JUNK,B-N,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-ADV,I-ADV,I-ADV,B-V,B-CONJ,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-V,B-PRE,I-PRE,I-PRE,B-ADV,B-ADV,B-V"
ud ān-iz weh-dēn mardōm kē ēn dēn ī weh ī māzdēsnān stāyīd ēstēd pad ān ī ōyšān rāh ud ristag brahmag rawišn frāz rawēnd u-šān pad ān ī xwēš dēn nē wurrōyēnd,"B-CONJ,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-ADJ,I-ADJ,I-ADJ,B-N,B-CONJ,B-DET,B-N,B-JUNK,B-ADJ,B-JUNK,B-N,B-V,I-V,B-PRE,B-JUNK,I-JUNK,B-PRONOUN,B-N,B-CONJ,B-N,B-N,B-N,B-ADV,B-V,B-CONJ,I-CONJ,I-CONJ,B-PRE,B-JUNK,I-JUNK,B-PRONOUN,B-N,B-ADV,B-V"
pad ōyšān dušxwadāyīh har tis ō nēstīh ud ačāragīh ud sabukīh ud ānāstagīh rasēd,"B-PRE,B-PRONOUN,B-N,B-DET,B-N,B-PRE,B-N,B-CONJ,B-N,B-CONJ,B-N,I-N,B-CONJ,B-N,I-N,B-V"
